x_mm,r_mm
7.386934673366833515e+00,1.209289274866984343e+01
7.462311557788943617e+00,1.202255816816827405e+01
7.537688442211054607e+00,1.195243299431097483e+01
7.613065326633165597e+00,1.188253578933213817e+01
7.688442211055275699e+00,1.181288511546595821e+01
7.763819095477385801e+00,1.174349953494662913e+01
7.839195979899496791e+00,1.167439761000834331e+01
7.914572864321607781e+00,1.160559790288529669e+01
7.989949748743717883e+00,1.153711897581168699e+01
8.065326633165827985e+00,1.146897939102169950e+01
8.140703517587938975e+00,1.140119771074953547e+01
8.216080402010049966e+00,1.133379249722938376e+01
8.291457286432159179e+00,1.126678231269544561e+01
8.366834170854270170e+00,1.120018571938190277e+01
8.442211055276381160e+00,1.113402127952295828e+01
8.517587939698492150e+00,1.106830755535280986e+01
8.592964824120603140e+00,1.100306310910564456e+01
8.668341708542712354e+00,1.093830650301565832e+01
8.743718592964823344e+00,1.087405629931703999e+01
8.819095477386934334e+00,1.081033106024399260e+01
8.894472361809043548e+00,1.074714934803070854e+01
8.969849246231154538e+00,1.068452972491137665e+01
9.045226130653265528e+00,1.062249075312019286e+01
9.120603015075376518e+00,1.056105099489135135e+01
9.195979899497487509e+00,1.050022901245904805e+01
9.271356783919596722e+00,1.044004336805747890e+01
9.346733668341707713e+00,1.038051262392082918e+01
9.422110552763818703e+00,1.032165534228330195e+01
9.497487437185927917e+00,1.026349008537908603e+01
9.572864321608038907e+00,1.020603541544237913e+01
9.648241206030149897e+00,1.014930989470736833e+01
9.723618090452260887e+00,1.009333208540825666e+01
9.798994974874371877e+00,1.003812054977923118e+01
9.874371859296481091e+00,9.983693850054491392e+00
9.949748743718592081e+00,9.930070548468227898e+00
1.002512562814070307e+01,9.877269207254633088e+00
1.010050251256281229e+01,9.825308388647906455e+00
1.017587939698492328e+01,9.774206654882238610e+00
1.025125628140703427e+01,9.723982568191823717e+00
1.032663316582914526e+01,9.674654690810852387e+00
1.040201005025125625e+01,9.626241584973524112e+00
1.047738693467336546e+01,9.578761812914034834e+00
1.055276381909547645e+01,9.532233936866569834e+00
1.062814070351758744e+01,9.486676519065330382e+00
1.070351758793969665e+01,9.442108121744508864e+00
1.077889447236180764e+01,9.398547307138295892e+00
1.085427135678391863e+01,9.356012637480887406e+00
1.092964824120602962e+01,9.314522675006482899e+00
1.100502512562814061e+01,9.274095981949265877e+00
1.108040201005024983e+01,9.234751120543437608e+00
1.115577889447236082e+01,9.196506653023190481e+00
1.123115577889447181e+01,9.159381141622718658e+00
1.130653266331658102e+01,9.123393148576216305e+00
1.138190954773869201e+01,9.088561236117874031e+00
1.145728643216080300e+01,9.054903966481891331e+00
1.153266331658291399e+01,9.022439901902462367e+00
1.160804020100502498e+01,8.991187604613774198e+00
1.168341708542713420e+01,8.961165636850029870e+00
1.175879396984924519e+01,8.932392560845418217e+00
1.183417085427135618e+01,8.904886938834131627e+00
1.190954773869346539e+01,8.878667333050362487e+00
1.198492462311557638e+01,8.853752305728313843e+00
1.206030150753768737e+01,8.830160419102174529e+00
1.213567839195979836e+01,8.807910235406138710e+00
1.221105527638190935e+01,8.787020316874395220e+00
1.228643216080401857e+01,8.767509225741147105e+00
1.236180904522612956e+01,8.749395524240583200e+00
1.243718592964824055e+01,8.732697774606899443e+00
1.251256281407034976e+01,8.717434539074290001e+00
1.258793969849246075e+01,8.703624379876943706e+00
1.266331658291457174e+01,8.691285859249061829e+00
1.273869346733668273e+01,8.680437539424834981e+00
1.281407035175879372e+01,8.671097982638455548e+00
1.288944723618090293e+01,8.663285751124115919e+00
1.296482412060301392e+01,8.657019407116019138e+00
1.304020100502512491e+01,8.652317512848354042e+00
1.311557788944723413e+01,8.649198630555314793e+00
1.319095477386934512e+01,8.647681322471093779e+00
1.326633165829145611e+01,8.647784150829885164e+00
1.334170854271356710e+01,8.649525677865883111e+00
1.341708542713567809e+01,8.652924465813285337e+00
1.349246231155778730e+01,8.657999076906280678e+00
1.356783919597989829e+01,8.664768073379068625e+00
1.364321608040200928e+01,8.673250017465832684e+00
1.371859296482411850e+01,8.683463471400781231e+00
1.379396984924622949e+01,8.695426997418097770e+00
1.386934673366834048e+01,8.709159157751983571e+00
1.394472361809045147e+01,8.724678514636620363e+00
1.402010050251256246e+01,8.742003630306220074e+00
1.409547738693467167e+01,8.761153066994964433e+00
1.417085427135678266e+01,8.782145386937049381e+00
1.424623115577889365e+01,8.804999152366669080e+00
1.432160804020100286e+01,8.829732925518015918e+00
1.439698492462311386e+01,8.856365268625291165e+00
1.447236180904522485e+01,8.884914743922680103e+00
1.454773869346733584e+01,8.915399913644382224e+00
1.462311557788944683e+01,8.947839340024593469e+00
1.469849246231155604e+01,8.982251585297499119e+00
1.477386934673366703e+01,9.018655211697296892e+00
1.484924623115577802e+01,9.057068781458186280e+00
1.492462311557788723e+01,9.097510856814354341e+00
1.500000000000000000e+01,9.140000000000000568e+00
1.500000000000000000e+01,9.140000000000000568e+00
1.506265664160400952e+01,9.176114220562732626e+00
1.512531328320802082e+01,9.212107372714292808e+00
1.518796992481203034e+01,9.247979678839534756e+00
1.525062656641603986e+01,9.283731361323290798e+00
1.531328320802004939e+01,9.319362642550403919e+00
1.537593984962406068e+01,9.354873744905715327e+00
1.543859649122807021e+01,9.390264890774066231e+00
1.550125313283207973e+01,9.425536302540301392e+00
1.556390977443609103e+01,9.460688202589256690e+00
1.562656641604010055e+01,9.495720813305775110e+00
1.568922305764411007e+01,9.530634357074697860e+00
1.575187969924811959e+01,9.565429056280864373e+00
1.581453634085213089e+01,9.600105133309119410e+00
1.587719298245614041e+01,9.634662810544300626e+00
1.593984962406014994e+01,9.669102310371251008e+00
1.600250626566415946e+01,9.703423855174811763e+00
1.606516290726817076e+01,9.737627667339824100e+00
1.612781954887218205e+01,9.771713969251127452e+00
1.619047619047618980e+01,9.805682983293564803e+00
1.625313283208020110e+01,9.839534931851975585e+00
1.631578947368420884e+01,9.873270037311202785e+00
1.637844611528822014e+01,9.906888522056084057e+00
1.644110275689223144e+01,9.940390608471467715e+00
1.650375939849623919e+01,9.973776518942186087e+00
1.656641604010025048e+01,1.000704647585308393e+01
1.662907268170426178e+01,1.004020070158900602e+01
1.669172932330826953e+01,1.007323941853478821e+01
1.675438596491228083e+01,1.010616284907527351e+01
1.681704260651629212e+01,1.013897121559530312e+01
1.687969924812029987e+01,1.017166474047972002e+01
1.694235588972431117e+01,1.020424364611336010e+01
1.700501253132831891e+01,1.023670815488106989e+01
1.706766917293233021e+01,1.026905848916768882e+01
1.713032581453634151e+01,1.030129487135805810e+01
1.719298245614034926e+01,1.033341752383701717e+01
1.725563909774436055e+01,1.036542666898940901e+01
1.731829573934837185e+01,1.039732252920007305e+01
1.738095238095237960e+01,1.042910532685385050e+01
1.744360902255639090e+01,1.046077528433558790e+01
1.750626566416040220e+01,1.049233262403011757e+01
1.756892230576440994e+01,1.052377756832228783e+01
1.763157894736842124e+01,1.055511033959693634e+01
1.769423558897243254e+01,1.058633116023890608e+01
1.775689223057644028e+01,1.061744025263303115e+01
1.781954887218045158e+01,1.064843783916416342e+01
1.788220551378446288e+01,1.067932414221713877e+01
1.794486215538847063e+01,1.071009938417679663e+01
1.800751879699248192e+01,1.074076378742798177e+01
1.807017543859648967e+01,1.077131757435552828e+01
1.813283208020050097e+01,1.080176096734428981e+01
1.819548872180451227e+01,1.083209418877909869e+01
1.825814536340852001e+01,1.086231746104479257e+01
1.832080200501253131e+01,1.089243100652621976e+01
1.838345864661654261e+01,1.092243504760822326e+01
1.844611528822055035e+01,1.095232980667563538e+01
1.850877192982456165e+01,1.098211550611330445e+01
1.857142857142856940e+01,1.101179236830606634e+01
1.863408521303258070e+01,1.104136061563876758e+01
1.869674185463659200e+01,1.107082047049624762e+01
1.875939849624059974e+01,1.110017215526334233e+01
1.882205513784461104e+01,1.112941589232489825e+01
1.888471177944862234e+01,1.115855190406575836e+01
1.894736842105263008e+01,1.118758041287075855e+01
1.901002506265664138e+01,1.121650164112474179e+01
1.907268170426065268e+01,1.124531581121255108e+01
1.913533834586466043e+01,1.127402314551902229e+01
1.919799498746867172e+01,1.130262386642900196e+01
1.926065162907268302e+01,1.133111819632733130e+01
1.932330827067669077e+01,1.135950635759884797e+01
1.938596491228070207e+01,1.138778857262839495e+01
1.944862155388471336e+01,1.141596506380081699e+01
1.951127819548872111e+01,1.144403605350094466e+01
1.957393483709273241e+01,1.147200176411362804e+01
1.963659147869674371e+01,1.149986241802370657e+01
1.969924812030075145e+01,1.152761823761601967e+01
1.976190476190476275e+01,1.155526944527541033e+01
1.982456140350877050e+01,1.158281626338671799e+01
1.988721804511278179e+01,1.161025891433478563e+01
1.994987468671678954e+01,1.163759762050445090e+01
2.001253132832080084e+01,1.166483260428056212e+01
2.007518796992481214e+01,1.169196408804795162e+01
2.013784461152881988e+01,1.171899229419146415e+01
2.020050125313283118e+01,1.174591744509594271e+01
2.026315789473684248e+01,1.177273976314622850e+01
2.032581453634085022e+01,1.179945947072715917e+01
2.038847117794486152e+01,1.182607679022357772e+01
2.045112781954887282e+01,1.185259194402032534e+01
2.051378446115288057e+01,1.187900515450224326e+01
2.057644110275689187e+01,1.190531664405417267e+01
2.063909774436090316e+01,1.193152663506095479e+01
2.070175438596491091e+01,1.195763534990742549e+01
2.076441102756892221e+01,1.198364301097843665e+01
2.082706766917293351e+01,1.200954984065882236e+01
2.088972431077694125e+01,1.203535606133342206e+01
2.095238095238095255e+01,1.206106189538708229e+01
2.101503759398496385e+01,1.208666756520464070e+01
2.107769423558897159e+01,1.211217329317093672e+01
2.114035087719298289e+01,1.213757930167081689e+01
2.120300751879699419e+01,1.216288581308912242e+01
2.126566416040100194e+01,1.218809304981068564e+01
2.132832080200501323e+01,1.221320123422035309e+01
2.139097744360902098e+01,1.223821058870296952e+01
2.145363408521303228e+01,1.226312133564337259e+01
2.151629072681704002e+01,1.228793369742640351e+01
2.157894736842105132e+01,1.231264789643690172e+01
2.164160401002506262e+01,1.233726415505971197e+01
2.170426065162907037e+01,1.236178269567967014e+01
2.176691729323308166e+01,1.238620374068162455e+01
2.182957393483709296e+01,1.241052751245041108e+01
2.189223057644110071e+01,1.243475423337087271e+01
2.195488721804511201e+01,1.245888412582784888e+01
2.201754385964912331e+01,1.248291741220618434e+01
2.208020050125313105e+01,1.250685431489071142e+01
2.214285714285714235e+01,1.253069505626628377e+01
2.220551378446115365e+01,1.255443985871773549e+01
2.226817042606516139e+01,1.257808894462990423e+01
2.233082706766917269e+01,1.260164253638764187e+01
2.239348370927318399e+01,1.262510085637577895e+01
2.245614035087719174e+01,1.264846412697916023e+01
2.251879699248120303e+01,1.267173257058262870e+01
2.258145363408521433e+01,1.269490640957102379e+01
2.264411027568922208e+01,1.271798586632918493e+01
2.270676691729323338e+01,1.274097116324195866e+01
2.276942355889724467e+01,1.276386252269418087e+01
2.283208020050125242e+01,1.278666016707069453e+01
2.289473684210526372e+01,1.280936431875633730e+01
2.295739348370927146e+01,1.283197520013595749e+01
2.302005012531328276e+01,1.285449303359439099e+01
2.308270676691729051e+01,1.287691804151648078e+01
2.314536340852130536e+01,1.289925044628706985e+01
2.320802005012531311e+01,1.292149047029099052e+01
2.327067669172932085e+01,1.294363833591309465e+01
2.333333333333333215e+01,1.296569426553821991e+01
2.339598997493734345e+01,1.298765848155120217e+01
2.345864661654135119e+01,1.300953120633688975e+01
2.352130325814536249e+01,1.303131266228012208e+01
2.358395989974937379e+01,1.305300307176573860e+01
2.364661654135338154e+01,1.307460265717858050e+01
2.370927318295739283e+01,1.309611164090348723e+01
2.377192982456140413e+01,1.311753024532530532e+01
2.383458646616541188e+01,1.313885869282886887e+01
2.389724310776942318e+01,1.316009720579902620e+01
2.395989974937343447e+01,1.318124600662061141e+01
2.402255639097744222e+01,1.320230531767847104e+01
2.408521303258145352e+01,1.322327536135744452e+01
2.414786967418546482e+01,1.324415636004237307e+01
2.421052631578947256e+01,1.326494853611809432e+01
2.427318295739348386e+01,1.328565211196945484e+01
2.433583959899749516e+01,1.330626730998129581e+01
2.439849624060150290e+01,1.332679435253845135e+01
2.446115288220551065e+01,1.334723346202576622e+01
2.452380952380952550e+01,1.336758486082808872e+01
2.458646616541353325e+01,1.338784877133025120e+01
2.464912280701754099e+01,1.340802541591709307e+01
2.471177944862155584e+01,1.342811501697346799e+01
2.477443609022556359e+01,1.344811779688419939e+01
2.483709273182957133e+01,1.346803397803414271e+01
2.489974937343358263e+01,1.348786378280813381e+01
2.496240601503759393e+01,1.350760743359101390e+01
2.502506265664160168e+01,1.352726515276762420e+01
2.508771929824561298e+01,1.354683716272280591e+01
2.515037593984962427e+01,1.356632368584140025e+01
2.521303258145363202e+01,1.358572494450824664e+01
2.527568922305764332e+01,1.360504116110818806e+01
2.533834586466165462e+01,1.362427255802606929e+01
2.540100250626566236e+01,1.364341935764672264e+01
2.546365914786967366e+01,1.366248178235499644e+01
2.552631578947368496e+01,1.368146005453572833e+01
2.558897243107769270e+01,1.370035439657376131e+01
2.565162907268170400e+01,1.371916503085393657e+01
2.571428571428571530e+01,1.373789217976109178e+01
2.577694235588972305e+01,1.375653606568007348e+01
2.583959899749373434e+01,1.377509691099571754e+01
2.590225563909774564e+01,1.379357493809287050e+01
2.596491228070175339e+01,1.381197036935636824e+01
2.602756892230576469e+01,1.383028342717105375e+01
2.609022556390977599e+01,1.384851433392176823e+01
2.615288220551378373e+01,1.386666331199335289e+01
2.621553884711779148e+01,1.388473058377065072e+01
2.627819548872180633e+01,1.390271637163850293e+01
2.634085213032581407e+01,1.392062089798174362e+01
2.640350877192982182e+01,1.393844438518522111e+01
2.646616541353383312e+01,1.395618705563377659e+01
2.652882205513784442e+01,1.397384913171224774e+01
2.659147869674185216e+01,1.399143083580547575e+01
2.665413533834586346e+01,1.400893239029830539e+01
2.671679197994987476e+01,1.402635401757557432e+01
2.677944862155388250e+01,1.404369594002212374e+01
2.684210526315789380e+01,1.406095838002279663e+01
2.690476190476190510e+01,1.407814155996243421e+01
2.696741854636591285e+01,1.409524570222587592e+01
2.703007518796992414e+01,1.411227102919796295e+01
2.709273182957393544e+01,1.412921776326353651e+01
2.715538847117794319e+01,1.414608612680743782e+01
2.721804511278195449e+01,1.416287634221450986e+01
2.728070175438596578e+01,1.417958863186959206e+01
2.734335839598997353e+01,1.419622321815752741e+01
2.740601503759398483e+01,1.421278032346315179e+01
2.746867167919799613e+01,1.422926017017131350e+01
2.753132832080200387e+01,1.424566298066684844e+01
2.759398496240601517e+01,1.426198897733459958e+01
2.765664160401002647e+01,1.427823838255940814e+01
2.771929824561403422e+01,1.429441141872611176e+01
2.778195488721804196e+01,1.431050830821955699e+01
2.784461152882205681e+01,1.432652927342458327e+01
2.790726817042606456e+01,1.434247453672603356e+01
2.796992481203007230e+01,1.435834432050874199e+01
2.803258145363408360e+01,1.437413884715755508e+01
2.809523809523809490e+01,1.438985833905731404e+01
2.815789473684210265e+01,1.440550301859285831e+01
2.822055137844611394e+01,1.442107310814902910e+01
2.828320802005012524e+01,1.443656883011066938e+01
2.834586466165413299e+01,1.445199040686262038e+01
2.840852130325814429e+01,1.446733806078971796e+01
2.847117794486215558e+01,1.448261201427680867e+01
2.853383458646616333e+01,1.449781248970873371e+01
2.859649122807017463e+01,1.451293970947033074e+01
2.865914786967418593e+01,1.452799389594644452e+01
2.872180451127819367e+01,1.454297527152191272e+01
2.878446115288220497e+01,1.455788405858157830e+01
2.884711779448621627e+01,1.457272047951028426e+01
2.890977443609022401e+01,1.458748475669286293e+01
2.897243107769423531e+01,1.460217711251417150e+01
2.903508771929824661e+01,1.461679776935903696e+01
2.909774436090225436e+01,1.463134694961230053e+01
2.916040100250626566e+01,1.464582487565881408e+01
2.922305764411027695e+01,1.466023176988341348e+01
2.928571428571428470e+01,1.467456785467093461e+01
2.934837092731829244e+01,1.468883335240622223e+01
2.941102756892230730e+01,1.470302848547412111e+01
2.947368421052631504e+01,1.471715347625947068e+01
2.953634085213032279e+01,1.473120854714710859e+01
2.959899749373433764e+01,1.474519392052187783e+01
2.966165413533834538e+01,1.475910981876861960e+01
2.972431077694235313e+01,1.477295646427217513e+01
2.978696741854636443e+01,1.478673407941738915e+01
2.984962406015037573e+01,1.480044288658909402e+01
2.991228070175438347e+01,1.481408310817213980e+01
2.997493734335839477e+01,1.482765496655136239e+01
3.003759398496240607e+01,1.484115868411160299e+01
3.010025062656641381e+01,1.485459448323770815e+01
3.016290726817042511e+01,1.486796258631451018e+01
3.022556390977443641e+01,1.488126321572685740e+01
3.028822055137844416e+01,1.489449659385958746e+01
3.035087719298245545e+01,1.490766294309754336e+01
3.041353383458646675e+01,1.492076248582556453e+01
3.047619047619047450e+01,1.493379544442849571e+01
3.053884711779448580e+01,1.494676204129117281e+01
3.060150375939849710e+01,1.495966249879843879e+01
3.066416040100250484e+01,1.497249703933513842e+01
3.072681704260651614e+01,1.498526588528610937e+01
3.078947368421052744e+01,1.499796925903618927e+01
3.085213032581453518e+01,1.501060738297022468e+01
3.091478696741854293e+01,1.502318047947305679e+01
3.097744360902255778e+01,1.503568877092952150e+01
3.104010025062656553e+01,1.504813247972446533e+01
3.110275689223057682e+01,1.506051182824272772e+01
3.116541353383458457e+01,1.507282703886915165e+01
3.122807017543859587e+01,1.508507833398857478e+01
3.129072681704260717e+01,1.509726593598583833e+01
3.135338345864661491e+01,1.510939006724578348e+01
3.141604010025062621e+01,1.512145095015325502e+01
3.147869674185463396e+01,1.513344880709309237e+01
3.154135338345864525e+01,1.514538386045013318e+01
3.160401002506265655e+01,1.515725633260922400e+01
3.166666666666666430e+01,1.516906644595520248e+01
3.172932330827067560e+01,1.518081442287290805e+01
3.179197994987468689e+01,1.519250048574718370e+01
3.185463659147869464e+01,1.520412485696287419e+01
3.191729323308270594e+01,1.521568775890481895e+01
3.197994987468671724e+01,1.522718941395785563e+01
3.204260651629072498e+01,1.523863004450682723e+01
3.210526315789473983e+01,1.525000987293657495e+01
3.216791979949874758e+01,1.526132912163194177e+01
3.223057644110275533e+01,1.527258801297776003e+01
3.229323308270676307e+01,1.528378676935888159e+01
3.235588972431077082e+01,1.529492561316014765e+01
3.241854636591478567e+01,1.530600476676639232e+01
3.248120300751880052e+01,1.531702445256246037e+01
3.254385964912280826e+01,1.532798489293319300e+01
3.260651629072681601e+01,1.533888631026342786e+01
3.266917293233082376e+01,1.534972892693801327e+01
3.273182957393483150e+01,1.536051296534178334e+01
3.279448621553884635e+01,1.537123864785958283e+01
3.285714285714286120e+01,1.538190619687625116e+01
3.291979949874686895e+01,1.539251583477663132e+01
3.298245614035087669e+01,1.540306778394555920e+01
3.304511278195488444e+01,1.541356226676788310e+01
3.310776942355889219e+01,1.542399950562844424e+01
3.317042606516290704e+01,1.543437972291207494e+01
3.323308270676691478e+01,1.544470314100362529e+01
3.329573934837092963e+01,1.545496998228793295e+01
3.335839598997493738e+01,1.546518046914983735e+01
3.342105263157894512e+01,1.547533482397418148e+01
3.348370927318295287e+01,1.548543326914580653e+01
3.354636591478696772e+01,1.549547602704955196e+01
3.360902255639097547e+01,1.550546332007026074e+01
3.367167919799499032e+01,1.551539537059277762e+01
3.373433583959899806e+01,1.552527240100193495e+01
3.379699248120300581e+01,1.553509463368257926e+01
3.385964912280701355e+01,1.554486229101955175e+01
3.392230576441102130e+01,1.555457559539769363e+01
3.398496240601503615e+01,1.556423476920184434e+01
3.404761904761905100e+01,1.557384003481684687e+01
3.411027568922305875e+01,1.558339161462753886e+01
3.417293233082706649e+01,1.559288973101876685e+01
3.423558897243107424e+01,1.560233460637536496e+01
3.429824561403508199e+01,1.561172646308217971e+01
3.436090225563909684e+01,1.562106552352405409e+01
3.442355889724311169e+01,1.563035201008582220e+01
3.448621553884711943e+01,1.563958614515232881e+01
3.454887218045112718e+01,1.564876815110841868e+01
3.461152882205513492e+01,1.565789825033892413e+01
3.467418546365914267e+01,1.566697666522869525e+01
3.473684210526315752e+01,1.567600361816256793e+01
3.479949874686716527e+01,1.568497933152538337e+01
3.486215538847118012e+01,1.569390402770198634e+01
3.492481203007518786e+01,1.570277792907721626e+01
3.498746867167919561e+01,1.571160125803591256e+01
3.505012531328320335e+01,1.572037423696291647e+01
3.511278195488721821e+01,1.572909708824307273e+01
3.517543859649122595e+01,1.573777003426121368e+01
3.523809523809524080e+01,1.574639329740219296e+01
3.530075187969924855e+01,1.575496710005084289e+01
3.536340852130325629e+01,1.576349166459200468e+01
3.542606516290726404e+01,1.577196721341052310e+01
3.548872180451127178e+01,1.578039396889123758e+01
3.555137844611528664e+01,1.578877215341899287e+01
3.561403508771930149e+01,1.579710198937862131e+01
3.567669172932330923e+01,1.580538369915497476e+01
3.573934837092731698e+01,1.581361750513288378e+01
3.580200501253132472e+01,1.582180362969719845e+01
3.586466165413533247e+01,1.582994229523275109e+01
3.592731829573934732e+01,1.583803372412439536e+01
3.598997493734336217e+01,1.584607813875696358e+01
3.605263157894736992e+01,1.585407576151529163e+01
3.611528822055137766e+01,1.586202681478423493e+01
3.617794486215538541e+01,1.586993152094862225e+01
3.624060150375939315e+01,1.587779010239330191e+01
3.630325814536340800e+01,1.588560278150310623e+01
3.636591478696741575e+01,1.589336978066288886e+01
3.642857142857143060e+01,1.590109132225748745e+01
3.649122807017543835e+01,1.590876762867173255e+01
3.655388471177944609e+01,1.591639892229047604e+01
3.661654135338345384e+01,1.592398542549855556e+01
3.667919799498746869e+01,1.593152736068081410e+01
3.674185463659147644e+01,1.593902495022208932e+01
3.680451127819549129e+01,1.594647841650722242e+01
3.686716791979949903e+01,1.595388798192106172e+01
3.692982456140350678e+01,1.596125386884844133e+01
3.699248120300751452e+01,1.596857629967419889e+01
3.705513784461152937e+01,1.597585549678318451e+01
3.711779448621553712e+01,1.598309168256023227e+01
3.718045112781955197e+01,1.599028507939019406e+01
3.724310776942355972e+01,1.599743590965790041e+01
3.730576441102756746e+01,1.600454439574819077e+01
3.736842105263157521e+01,1.601161076004591877e+01
3.743107769423558295e+01,1.601863522493590963e+01
3.749373433583959780e+01,1.602561801280301523e+01
3.755639097744361266e+01,1.603255934603208033e+01
3.761904761904762040e+01,1.603945944700792836e+01
3.768170426065162815e+01,1.604631853811541475e+01
3.774436090225563589e+01,1.605313684173937716e+01
3.780701754385964364e+01,1.605991458026466390e+01
3.786967418546365849e+01,1.606665197607610907e+01
3.793233082706766623e+01,1.607334925155854677e+01
3.799498746867168109e+01,1.608000662909683243e+01
3.805764411027568883e+01,1.608662433107579304e+01
3.812030075187969658e+01,1.609320257988028047e+01
3.818295739348370432e+01,1.609974159789512882e+01
3.824561403508771917e+01,1.610624160750518996e+01
3.830827067669172692e+01,1.611270283109529444e+01
3.837092731829574177e+01,1.611912549105028702e+01
3.843358395989974952e+01,1.612550980975500536e+01
3.849624060150375726e+01,1.613185600959429422e+01
3.855889724310776501e+01,1.613816431295299481e+01
3.862155388471177986e+01,1.614443494221594833e+01
3.868421052631578760e+01,1.615066811976798888e+01
3.874686716791980245e+01,1.615686406799397545e+01
3.880952380952381020e+01,1.616302300927872437e+01
3.887218045112781795e+01,1.616914516600709817e+01
